Symbol,Name,ISIN,exchange
SUNSS,Sunstar Software Systems Ltd,INE296B01014,BSE
LADDERUP,Ladderup Finance Ltd,INE519D01015,BSE
UYFINCORP,U. Y. Fincorp Ltd,INE152C01025,BSE
EKAMLEA,Ekam Leasing & Finance Company Ltd,INE906L01025,BSE
VOGUETEX,Vogue Textiles Ltd,INE047F01012,BSE
SWASTIKA,Swastika Investmart Ltd,INE691C01022,BSE
BARKHAI,Barkha Industries Ltd,NA          ,BSE
PRIMAPLA,Prima Plastics Ltd,INE573B01016,BSE
NOBLEBR,Noble Brothers Impex Ltd,NA          ,BSE
SIRHIND,Sirhind Steel Ltd,NA          ,BSE
TELECANOR,TeleCanor Global Ltd,INE381G01013,BSE
VIJAYSH,Vijay Shanthi Finance Ltd,NA          ,BSE
GMSCOM,GMSCOM,INE106B01015,BSE
JAGSONFI,Jagsonpal Finance & Leasing Ltd,INE582C01015,BSE
KANDHAR,Kandhari Rubbers Ltd,NA          ,BSE
GSLNOVA,GSL Nova Petrochemicals Ltd,INE787A01022,BSE
JAYFINL,Jay Finlease & Management Services Ltd,NA          ,BSE
CARNATIN,Carnation Industries Ltd,INE081B01010,BSE
STURDY,Sturdy Industries Ltd,INE134F01026,BSE
GARGFUR,Garg Furnace Ltd,INE194E01015,BSE
SAMPRE,Sampre Nutritions Ltd,INE375C01014,BSE
RELIGLOBE,Religare Technova Global Solutions Ltd,INE603B01029,BSE
AAIL,Akar Auto Industries Ltd,INE864E01021,BSE
JAINPUR,Jainpur Straw Board & Papers Ltd,NA          ,BSE
SOLIMTD-B,SOL Ltd,NA          ,BSE
VIPULORG,Vipul Organics Ltd,INE834D01018,BSE
MONARCH,Monarch Dyestuff industries & Exports Ltd,NA          ,BSE
ROSEZIN,Rose Zinc Ltd,INE018F01013,BSE
HITKARIIN,Hitkari Industries Ltd-$,INE553B01018,BSE
TEXPI,Texplast Industries Ltd,INE544D01013,BSE
BLINDUS,BL Industries (India) Ltd,NA          ,BSE
SHRINIR,Shri Niranjan Ayurved Bhawan Ltd,INE942B01013,BSE
ECORECO,Eco Recycling Ltd,INE316A01038,BSE
MALVI,Malvika Steel Ltd,INE190A01011,BSE
KANVAFI,Kanva Finance Ltd,NA          ,BSE
SOFTECH,Softech Infinium Solutions Ltd,INE181K01019,BSE
SHGANES,Shree Ganesh Knit India Ltd,NA          ,BSE
GOODLUCK,Goodluck India Ltd,INE127I01024,BSE
GLOBSEC,Global Securities Ltd,INE742K01018,BSE
REGBLUI,Regaul Blue (India) Ltd,NA          ,BSE
GOYALASS,Goyal Associates Ltd,INE912B01032,BSE
ZENITHHE,Zenith Healthcare Ltd,INE812B01026,BSE
SRINANDAA,Sri Nandaa Spinners Ltd,INE836E01011,BSE
ACEENGITEC,Ace Engitech Ltd,INE035401020,BSE
PCRKPHA,Perk Pharmaceuticals Ltd,NA          ,BSE
YORKEXP,York Exports Ltd,INE057Q01018,BSE
SUPREME,Supreme Holdings & Hospitality (India) Ltd,INE822E01011,BSE
SHARDAS,Sharda Solvent Ltd,NA          ,BSE
DIARUZA,Diaruza Exports Ltd,NA          ,BSE
PITHP,Pithampur Poly Products Ltd,INE747D01012,BSE
GULABDA,Gulabdas Flexipack Industries Ltd,NA          ,BSE
LYKISLTD,Lykis Ltd,INE624M01014,BSE
AKASAGR,Akash Agro Industries Ltd,NA          ,BSE
ADITYAINF,Aditya Info Soft Ltd,INE524F01010,BSE
PRIMEPRO,Prime Property Development Corporation Ltd-$,INE233C01023,BSE
ZENLABS,Zenlabs Ethica Ltd,INE546F01013,BSE
RAJRILTD,Raj Rayon Industries Ltd-$,INE533D01032,BSE
KDJHRL,KDJ Holidayscapes and Resorts Ltd,INE089E01025,BSE
INFODRIVE,Info-Drive Software Ltd,INE804D01029,BSE
ANIRIT,Anirit Ventures Ltd,INE161F01011,BSE
AFTEK,Aftek Ltd,INE796A01023,BSE
GOWRALE,Gowra Leasing & Finance Ltd,INE225G01012,BSE
JAGANLAM,Jagan Lamps Ltd,INE144C01014,BSE
AJEL,AJEL Ltd,INE229B01015,BSE
ALPSINDUS,Alps Industries Ltd,INE093B01015,BSE
EGGROPA,Eggro Paper Moulds Ltd,INE093F01016,BSE
IKFIN,IKF Finance Ltd,INE859C01017,BSE
ANGIND,ANG Industries Ltd,INE017D01010,BSE
ASITCFIN,Asit C Mehta Financial Services Ltd,INE041B01014,BSE
NUBALIN,Nubal India Ltd,INE007F01016,BSE
TERRYFB,Terryfab India Ltd,NA          ,BSE
SCINTSOFT,Scintilla Software Technology Ltd,INE355B01018,BSE
ENCODE,Encode Packaging India Ltd,INE900O01014,BSE
SUPERBAK,Super Bakers India Ltd,INE897A01011,BSE
BAJAI,Bajwa Agro Industries Ltd,INE337C01014,BSE
OVOBELE,Ovobel Foods Ltd,INE812S01012,BSE
GEINDSYS,GEI Industrial Systems Ltd,INE599B01011,BSE
ACSTECH,ACS Technologies Ltd,INE366C01021,BSE
CHALLANI,Challani Capital Ltd,INE807A01010,BSE
AHURAWE,Ahura Welding Electrode Manufacturing Ltd,NA          ,BSE
BULLPOWDM,Bull Power Systems Ltd,NA          ,BSE
SURYOPLA,Suryodaya Plastics Ltd,INE998B01015,BSE
CORNE,Coral Newsprints Ltd,INE715D01019,BSE
SHENTRA,Shentracon Chemicals Ltd,INE0OUS01011,BSE
STERTOOLS,Sterling Tools Ltd-$,INE334A01023,BSE
SATHYAK,Sathya Kamal Agros Ltd,NA          ,BSE
SUNBRIGHT,Sunbright Stock Broking Ltd,INE476D01026,BSE
AGARWAL,Agarwal Fortune India Ltd,INE510B01018,BSE
FLEXICI,Flexi Circuits India Ltd,NA          ,BSE
VENUSUNI,Venus Universal Ltd,INE381C01020,BSE
KLGCAP,KLG Capital Services Ltd,INE929C01018,BSE
IVRCLINFRA,IVRCL Ltd,INE875A01025,BSE
WALKERIDM,Walker India Ltd,NA          ,BSE
INFRAIND,Infra Industries Ltd,INE287D01019,BSE
DYNAMICP,Dynamic Portfolio Management & Services Ltd,INE118C01018,BSE
INTERHG,International Housing Finance Corporation Ltd,INE903G01014,BSE
TRANSASIA,Trans Asia Corporation Ltd,INE321C01018,BSE
PITAMBER,Pitambar Coated Papers Ltd,INE189C01019,BSE
INLANPR,Inland Printers Ltd,INE055O01033,BSE
CEEJAY,Ceejay Finance Ltd,INE358C01010,BSE
PARAKTE,Parakaram Techofab Ltd,NA          ,BSE
PENTAPH,Penta Pharmadyes Ltd,INE195C01016,BSE
SUNCITYSY,Suncity Synthetics Ltd,INE584D01019,BSE
SHGANEL,Shree Ganesh Elastoplast Ltd,INE400N01017,BSE
ANNAINFRA,Anna Infrastructures Ltd,INE336D01014,BSE
DIAMOND,Diamond Infosystems Ltd,INE280D01022,BSE
BHAGERIA,Bhageria Industries Ltd,INE354C01027,BSE
OIVL,Onesource Industries And Ventures Ltd,INE125F01032,BSE
REGALIAA,Regaliaa Realty Ltd,INE098H01011,BSE
BNRUDY,BNR Udyog Ltd,INE355C01016,BSE
NETVISTAIT,Netvista Information Technology Ltd,INE738A01017,BSE
KRBL,KRBL Ltd,INE001B01026,BSE
REFNOL,Refnol Resins & Chemicals Ltd,INE428C01011,BSE
TEATXEP,Teaktex Processing Complex Ltd,NA          ,BSE
SSPDL,SSPDL Ltd-$,INE838C01011,BSE
SOMATR,Somani Strips Ltd,NA          ,BSE
DAIKAFFI,Daikaffil Chemicals India Ltd,INE789B01018,BSE
KEMWINT-B,KEMWINT-B,NA          ,BSE
CILSEC,Cil Securities Ltd,INE830A01012,BSE
ABEEINF,Abee Info Consumables Ltd,INE097B01016,BSE
ELTROL,Eltrol Ltd,INE793D01024,BSE
CLIOINFO,Clio Infotech Ltd,INE011B01017,BSE
SHRIBCL,Shri Bholanath Carpets Ltd,INE151F01012,BSE
CUPID,Cupid Ltd-$,INE509F01029,BSE
SUNSHIEL,Sunshield Chemicals Ltd,INE199E01014,BSE
KANOPLA,Kanoria Plaschem Ltd,NA          ,BSE
CODUREXDM,Coduras Exports Ltd,NA          ,BSE
HIPOLIN,Hipolin Ltd,INE963A01011,BSE
GDLLEAS,GDL Leasing & Finance Ltd,INE545E01018,BSE
GARGFOR,Garg Forgings & Castings Ltd,NA          ,BSE
COSBOARD,Cosboard Industries Ltd,INE496D01016,BSE
ASINFRA,Asiatic Infrastructure & Shelters Ltd,NA          ,BSE
FEINDIALTD,FE (India) Ltd,INE708C01016,BSE
DHANELE,Dhanashree Electronics Ltd,INE413F01016,BSE
SFLINTER,SFL International Ltd,INE320C01010,BSE
PRAMANC,Praman Capital Market Services Ltd,NA          ,BSE
CHEMBOND,Chembond Material Technologies Ltd-$,INE995D01025,BSE
GIRHOTE,Girish Hotel Resorts & Health Farm Ltd,NA          ,BSE
MODFC,Model Financial Corporation Ltd,INE166B01019,BSE
CIFL,Capital India Finance Ltd,INE345H01024,BSE
ABVL,Arunjyoti Bio Ventures Ltd,INE485K01022,BSE
SUCROSA,Super Crop Safe Ltd,INE366G01022,BSE
FIVECORE,Five Core Exim Ltd,INE600D01021,BSE
INCFS,Incap Financial Services Ltd,INE800D01019,BSE
ALKA,Alka India Ltd,INE061B01020,BSE
RKB,RKB Agro Industries Ltd,INE740A01013,BSE
MOULIKF,Moulik Finance & Resorts Ltd,NA          ,BSE
NGIND,NG Industries Ltd-$,INE825C01018,BSE
ASIAPAK,Asia Pack Ltd,INE784M01016,BSE
ACIL,ACIL Cotton Industries Ltd,INE066C01035,BSE
SAINDUS,Sai Industries Ltd,INE213S01013,BSE
SICAPIT,SI Capital & Financial Services Ltd,INE417F01017,BSE
ERPSOFT,ERP Soft Systems Ltd,INE308B01017,BSE
INDOBRIT,Indo Britain Agro Farms Ltd,INE145C01011,BSE
SHBHAGV,Shri Bhagavati Bright Bars Ltd,-,BSE
JRFOODS,JR Foods Ltd,INE989E01018,BSE
RRSECUR,RR Securities Ltd,INE474H01014,BSE
REMSONSIND,Remsons Industries Ltd,INE474C01023,BSE
INTETHR,Integrated Thermoplastics Ltd,INE038N01015,BSE
RCLFOODS,RCL Foods Ltd,INE008F01014,BSE
RAMSONS,Ramsons Projects Ltd,INE609D01014,BSE
HARAFIN,Haryana Financial Corporation Ltd,INE737G01016,BSE
RRPDEFENSE,RRP Defense Ltd,INE535P01015,BSE
STANPACK,Stanpacks India Ltd,INE457D01018,BSE
CILSOFN,Cilson Finance & Investment Ltd,NA          ,BSE
SUNOLEO,Sunrise Oleochemical Ltd,NA          ,BSE
UMSTECHNO,UMS Technologies Ltd,NA          ,BSE
SABTNL,Sri Adhikari Brothers Television Network Ltd,INE416A01044,BSE
GISL,Gangotri Iron & Steel Company Ltd,INE437F01023,BSE
DHARTEX,Dhar Textile Mills Ltd,INE044B01018,BSE
RAMINFO,Raminfo Ltd,INE357B01022,BSE
SUNILAGR,Sunil Agro Foods Ltd-$,INE224D01012,BSE
MINDVISCAP,Mindvision Capital Ltd,INE259E01032,BSE
JAINGRA,Jain Granites & Projects India Ltd,NA          ,BSE
DIANATEA,Diana Tea Company Ltd,INE012E01035,BSE
VIKASECO,Vikas EcoTech Ltd,INE806A01020,BSE
JGFINAN,JG Finance Ltd,NA          ,BSE
IOC,Indian Oil Corporation Ltd,INE242A01010,BSE
KYRALANDS,Kyra Landscapes Ltd,INE094M01028,BSE
NIMBUSI,Nimbus Industries Ltd,INE470M01020,BSE
ALFAICA,Alfa Ica India Ltd,INE042C01010,BSE
SKCIL,Shri Keshav Cements And Infra Ltd,INE260E01014,BSE
INDIAHOME,India Home Loan Ltd,INE274E01015,BSE
SRHSYNT,SRH Synthetics Ltd,INE416C01016,BSE
GARVEEGDM,Garvee Granite Ltd,NA          ,BSE
JPTSEC,JPT Securities Ltd,INE630C01012,BSE
LSKFINA,LSK Finance & Allied Services Ltd,NA          ,BSE
SHANTIVI,Shantivijay Jewels Ltd-$,INE656D01015,BSE
ROOPAIND,Roopa Industries Ltd,INE443C01010,BSE
SARTHAKGL,Sarthak Global Ltd,INE075H01019,BSE
SHIVEGGDM,Shiva Egg Products Ltd,NA          ,BSE
UNIQUEO,Unique Organics Ltd,INE333E01019,BSE
BALAMINES,Balaji Amines Ltd-$,INE050E01027,BSE
KAMAR,Kamar Chemicals & Industries Ltd,INE728D01012,BSE
SWRNASE,Swarna Securities Ltd,INE595G01018,BSE
PASCHIM,Paschim Petrochem Ltd,INE066B01011,BSE
INTSE,International Securities Ltd,INE086D01015,BSE
BETACOR,Beta Corporation Ltd,-,BSE
EMKAR,Emkay Aromatics Ltd,INE180D01016,BSE
SUNGRAN,Sun Granite Export Ltd,INE032M01010,BSE
VENMAX,Venmax Drugs and Pharmaceuticals Ltd,INE154G01022,BSE
ARISE,Arihants Securities Ltd,INE190D01015,BSE
SHJAGDM,Shree Jagdambe Paper Mills Ltd,INE198F01013,BSE
KUBERFL,Kuber Floritech Ltd,NA          ,BSE
TAURGEN,TAURGEN,NA          ,BSE
VISAGAR,Visagar Financial Services Ltd,INE309H01038,BSE
LIBORD,Libord Securities Ltd,INE267E01019,BSE
BHATEXT,Bharat Textiles & Proofing Industries Ltd,INE201N01019,BSE
WELWORT,Welworth Electric Company Ltd,NA          ,BSE
ZTAURGEN,ZTAURGEN,-,BSE
REGAL,Regal Entertainment & Consultants Ltd,INE101E01010,BSE
EBIX,Eraaya Lifespaces Ltd,INE432F01032,BSE
ZBPLREPP,BPL REFRIGER,-,BSE
SWADHATURE,Swadha Nature Ltd,INE0P4R01017,BSE
COMPEAU,Competent Automobiles Company Ltd,INE823B01015,BSE
ZDHJERK,Dhanvantri Jeevan Rekha Ltd,INE239F01015,BSE
PRLAMIN,Premier Laminates Ltd,NA          ,BSE
ADVPOWER,Advance PowerInfra Tech Ltd,INE009D01017,BSE
NEELKAN,Neelkanth Rockminerals Ltd,INE741D01015,BSE
VINTAGES,Vintage Securities Ltd,INE153C01015,BSE
INDIM,India International Marketing Centre Ltd,INE506C01014,BSE
GFLFIN,GFL Financials India Ltd,INE764K01038,BSE
RITESPL,Ritesh Polyesters Ltd,NA          ,BSE
HATIGOR,Hatigor Tea Estates Ltd,INE205E01019,BSE
INDECOM,India E-Commerce Ltd,INE416B01018,BSE
PRSTEEL,Progressive Steels India Ltd,NA          ,BSE
OSWALOR,Oswal Overseas Ltd,INE906K01027,BSE
CONTILI,Contil India Ltd,INE080G01029,BSE
VIJSOLX,Vijay Solvex Ltd,INE362D01010,BSE
BLUEDIA,Blue Diamonds Securities & Finance Ltd,INE454C01017,BSE
NUTEORG,Nu Tech Organic Chemicals Ltd,NA          ,BSE
NEPCPAPER,NEPC Paper & Board Ltd,INE471B01013,BSE
RAVRAJI,Ravraj Impex Ltd,NA          ,BSE
SHRIKRISH,Shri Krishna Devcon Ltd,INE997I01012,BSE
ALANKIT,Alankit Ltd,INE914E01040,BSE
NIHARINF,Nihar Info Global Ltd,INE876E01033,BSE
INDOBONIT,Indo Bonito Multinational Ltd,INE457B01012,BSE
LAKHANI,Lakhani India Ltd-$,INE935C01015,BSE
NAPAPER,Napa Papers Ltd,NA          ,BSE
KASHYAP,Kashyap Fiscal Services Ltd,NA          ,BSE
TULIPSTA,Tulip Star Hotels Ltd-$,INE379C01016,BSE
SWISSEN,Swissen Inter Space Ltd,NA          ,BSE
UNITDCR,United Credit Ltd,INE858C01027,BSE
OMINFRAL,OM Infra Ltd,INE239D01028,BSE
OPTEL,Optel Telecommunications Ltd,INE958B01019,BSE
HARBORNE,Harbor Network Systems Ltd,INE021C01014,BSE
PRIMETA,Prime Metals Ltd,NA          ,BSE
MOUNTEVE,Mount Everest Mineral Water Ltd,INE690B01018,BSE
JIWANFL,Jiwan Flora Ltd,NA          ,BSE
CHECKPOINT,Checkpoint Trends Ltd,INE396H01019,BSE
SURANACORP,Surana Corporation Ltd,INE357D01010,BSE
LIBERAL,Liberal Finlease Ltd,NA          ,BSE
SCANORG,Scan Organics Ltd,NA          ,BSE
ZAUTPALI,ZAUTPALI,-,BSE
GJPROFN,GJPROFN,NA          ,BSE
ISHANCH,Ishan Dyes and Chemicals Ltd,INE561M01018,BSE
RLPETRODM,RLPETRODM,NA          ,BSE
GOTHIPL,Gothi Plascon India Ltd,INE538G01018,BSE
BALUFORGE,Balu Forge Industries Ltd,INE011E01029,BSE
KARSPIN,Karnavati Spinners Ltd,NA          ,BSE
GDRMEDIA,GDR Media Ltd,INE946B01014,BSE
SYNERGY,Synergy Cosmetics (Exim) Ltd,INE198D01018,BSE
KHEMGLB,Khemsons Global Ltd,NA          ,BSE
SILSPL,Silverton Spinners Ltd,INE034C01017,BSE
CEENIK,Ceenik Exports India Ltd,INE418D01010,BSE
PATELENG,Patel Engineering Ltd-$,INE244B01030,BSE
SIEOP,Sierra Optima Ltd,INE046B01013,BSE
GLDSTRW,Gold Star Straw Products Ltd,NA          ,BSE
STALGAR,Stallion Garments Export Ltd,NA          ,BSE
SAHACEM,Sahas Cements Ltd,NA          ,BSE
BLUMARI,Bluegold Maritech International Ltd,NA          ,BSE
KATIPATANG,Kati Patang Lifestyle Ltd,INE237C01016,BSE
MENAMANI,Mena Mani Industries Ltd,INE148B01033,BSE
INDFO,Indusmin Foods Ltd,INE485E01017,BSE
INANI,Inani Marbles & Industries Ltd,INE635D01027,BSE
MODIHOOV,Modi Hoover International Ltd,INE259D01018,BSE
MASCONGLO,Mascon Global Ltd,INE896A01013,BSE
CONTAIN,Containerway International Ltd,NA          ,BSE
ASIFE,Asiatic Food Exports Ltd,INE764C01019,BSE
LEWATERIN,Le Waterina Resorts & Hotels Ltd,INE252K01026,BSE
PITTSIRON,Pittsburgh Iron and Steels Ltd,INE765E01012,BSE
SPARKSH,Sparkling (India) Finshares Ltd,NA          ,BSE
GEMSI,Gemstone Investments Ltd,INE503D01027,BSE
COGRANI,Coromandel Granite Company Ltd,NA          ,BSE
ZRNKEXPO,ZRNKEXPO,NA          ,BSE
SRJTC,Sri Jayalakshmi Spinning Mills Ltd,INE355D01014,BSE
CHIRAUF,Chirau Finance Investment & Leasing Company Ltd,NA          ,BSE
ESENESF,Esenes Forgings Ltd,NA          ,BSE
ELFORGE,El Forge Ltd-$,INE158F01017,BSE
MEDICAMEQ,Medicamen Biotech Ltd-$,INE646B01010,BSE
ALICON,Alicon Castalloy Ltd,INE062D01024,BSE
ENCHANTE,Enchante Jewellery Ltd,INE772C01012,BSE
SRANGMARK,Shree Rang Mark Travels Ltd,INE765K01027,BSE
ASCORPS,Asiacorp Securities Ltd,NA          ,BSE
LYMPHALDM,Lympha Laboratories Ltd,NA          ,BSE
STILESI,Stiles India Ltd,NA          ,BSE
DILIGENT,Diligent Industries Ltd,INE650C01036,BSE
BPLIMTD,BPLIMTD,NA          ,BSE
EPSOMPRO,Epsom Properties Ltd,INE601F01016,BSE
ALFAVIO,Alfavision Overseas India Ltd,INE883B01027,BSE
ORGCOAT,Organic Coatings Ltd,INE412E01011,BSE
CATVISION,Catvision Ltd,INE660B01011,BSE
JMPCAST,JMP Castings Ltd,NA          ,BSE
SAUMYACAP,Saumya Capital Ltd,INE365L01016,BSE
ABMKNO,ABM Knowledgeware Ltd,INE850B01026,BSE
EMAMILTD,Emami Ltd-$,INE548C01032,BSE
KEMISTAR,Kemistar Corporation Ltd,INE971L01029,BSE
LADIAMO,Laser Diamonds Ltd,INE995E01015,BSE
KALINGA,Kalinga Cement Ltd,NA          ,BSE
MFLSTBR,MFL Stock Broking Ltd,NA          ,BSE
ORIENTINFO,Orient Information Technology Ltd,INE067B01019,BSE
ASSOCER,Associated Ceramics Ltd,INE771E01010,BSE
SKPSEC,SKP Securities Ltd,INE709B01016,BSE
TREZERO,Trezer Oil Agro Tech Ltd,NA          ,BSE
DEVIKA,Devika Proteins Ltd,INE248C01013,BSE
PRANAVSP,Pranavaditya Spinning Mills Ltd,INE569D01028,BSE
SYSCHEM,Syschem India Ltd,INE121D01036,BSE
SRPLLTD,SRPL Ltd,NA          ,BSE
BLSINFOTE,BLS Infotech Ltd,INE606B01022,BSE
MEFCOMCAP,Mefcom Capital Markets Ltd,INE186C01023,BSE
HEMANG,Hemang Resources Ltd,INE930A01010,BSE
ARMANFIN,Arman Financial Services Ltd,INE109C01017,BSE
APAMUSE,Apple Amusement Industries Ltd,INE212D01017,BSE
ALFAEXPDM,Alfa Export Technologies (India) Ltd,NA          ,BSE
MANKNIT,Mangal Knits Ltd,NA          ,BSE
SSKFISC,SSK Fiscal Services Ltd,NA          ,BSE
CHISO,Chicago Software Industries Ltd,INE101B01016,BSE
SWETCHM,Swet-Chem Antibiotics Ltd,NA          ,BSE
CLAFS,Clarity Financial Services Ltd,INE508C01010,BSE
GUJBP,Gujarat Bulk Packs Ltd,INE709C01014,BSE
TAVERNIER,Tavernier Resources Ltd,INE355H01015,BSE
FILTRON,Filtron Engineers Ltd,INE589N01017,BSE
MIDINFRA,Midas Infra Trade Ltd,INE290M01022,BSE
RAJHANS-B,Rajhans Foods Ltd,NA          ,BSE
BRAHMAINF,Brahmaputra Infraproject Ltd,INE968C01016,BSE
VEDVYAS,Vedvyas Cements Ltd,NA          ,BSE
GAGANPO,Gagan Polycot India Ltd,INE297L01011,BSE
GOEAFIN,Goodearth Financial Services Ltd,NA          ,BSE
DHANADACO,Dhanada Corporation Ltd,INE041F01015,BSE
GLANCE,Glance Finance Ltd,INE580D01017,BSE
MAPLLEINF,Maplle Infraprojects Ltd,INE809D01010,BSE
SHILCTECH,Shilchar Technologies Ltd,INE024F01011,BSE
AMBEHOT,Ambe Hotel & Resorts Ltd,NA          ,BSE
TRADEWELL,Tradewell Holdings Ltd,INE819G01012,BSE
RIZVIEX,Rizvi Exports Ltd,NA          ,BSE
SPRIGHT,Spright Agro Ltd,INE179O01031,BSE
KWALITYCL,Kwality Credit & Leasing Ltd,INE577C01015,BSE
RAYLA,Raymed Labs Ltd,INE741C01017,BSE
PRIMUSC,Primus Chemicals Ltd,NA          ,BSE
NUCLEUS,Nucleus Software Exports Ltd,INE096B01018,BSE
COLINZ,Colinz Laboratories Ltd,INE923C01011,BSE
WELLNESS,Wellness Noni Ltd,INE571H01017,BSE
NLFL,Nalin Lease Finance Ltd,INE606C01012,BSE
MANAPPURAM,Manappuram Finance Ltd,INE522D01027,BSE
KANELEC,Kanohar Electricals Ltd,NA          ,BSE
RTSPOWR,RTS Power Corporation Ltd,INE005C01017,BSE
COMFINTE,Comfort Intech Ltd-$,INE819A01049,BSE
WESTE,Western India Shipyard Ltd,INE382C01028,BSE
RISHABFIN,Rishab Financial Services Ltd,INE346D01013,BSE
SHYAMACOMP,Shyama Computronics and Services Ltd,INE861E01019,BSE
HICSCEM,HICS Cements Ltd,NA          ,BSE
MAYURFL,Mayur Floorings Ltd,INE262W01012,BSE
VIBINVEDM,Vibrant Investment & Properties Ltd,NA          ,BSE
ANJANI,Anjani Synthetics Ltd-$,INE364D01032,BSE
COMPUTECH,Computech International Ltd,INE751A01028,BSE
XTGLOBAL,Xtglobal Infotech Ltd,INE547B01028,BSE
DOONVAL,Doon Valley Rice Ltd,NA          ,BSE
DECOMIC,Deco Mica Ltd,INE907E01010,BSE
RANDER,Rander Corporation Ltd,INE821D01031,BSE
ZSBIMAGB,SBI Magnum Bond Fund 1994,NA          ,BSE
SIDVINF,Sidhhi Vinayak Dairy & Food Products Ltd,NA          ,BSE
JINDRUG,JINDRUG,NA          ,BSE
RASIELEC,Rasi Electrodes Ltd,INE822D01021,BSE
SCOOBEEDAY,Scoobee Day Garments (India) Ltd,INE962E01015,BSE
CITIPOR,Citi Port Financial Services Ltd,INE494D01011,BSE
MEWARPOL,Mewar Polytex Ltd,INE404E01018,BSE
DHRUVCA,Dhruva Capital Services Ltd,INE972E01014,BSE
BETALAB,Betalact Laboratories Ltd,NA          ,BSE
SHAMROIN,Shamrock Industrial Company Ltd,INE022F01015,BSE
LINC,Linc Ltd-$,INE802B01027,BSE
GUMINDL,Gummadi Industries Ltd,NA          ,BSE
KORATLS,Koratla Leasefin India Ltd,NA          ,BSE
JANZNMT,Janzen Castmetals Ltd,NA          ,BSE
PRIMAIN,Prima Industries Ltd,INE723N01012,BSE
ALPHA,Alpha Hi-tech Fuel Ltd,INE506B01016,BSE
ZASELECT,ZASELECT,NA          ,BSE
WLPACKP,Well Pack Papers & Containers Ltd,INE063H01031,BSE
RNBIND,RNB Industries Ltd,INE307H01016,BSE
PEBBLEI,Pebble Investment & Finance Ltd,NA          ,BSE
ANERI,Aneri Fincap Ltd,INE720D01019,BSE
INDGELA,India Gelatine & Chemicals Ltd-$,INE342D01012,BSE
OPTIFIN,Optimus Finance Ltd,INE031G01022,BSE
PARAGONF,Paragon Finance Ltd,INE015E01012,BSE
PRAVEEN,Praveen Properties Ltd,NA          ,BSE
PRATIKSH,Pratiksha Chemicals Ltd,INE530D01012,BSE
KPRTLPR,KPR Teleproducts Ltd,NA          ,BSE
ESHAMEDIA,Esha Media Research Ltd,INE328F01016,BSE
REFEXRENEW,Refex Renewables & Infrastructure Ltd,INE332F01018,BSE
CONCURINF,Concurrent (India) Infrastructure Ltd,INE012B01015,BSE
EQUILATERA,Equilateral Enterprises Ltd,INE060N01019,BSE
ANSUSPNDM,Anasuya Spinners Ltd,NA          ,BSE
PIOCASH,Pioneer Cashew Industries Ltd,NA          ,BSE
PROGREXV,Progrex Ventures Ltd,INE421E01012,BSE
VSTTILLERS,VST Tillers Tractors Ltd-$,INE764D01017,BSE
INDVANI,Indo Vanillon Chemicals Ltd,NA          ,BSE
B2BSOFT,B2B Software Technologies Ltd,INE151B01011,BSE
KLGSYSTEL,KLG Systel Ltd,INE799A01019,BSE
DAZZEL,Dazzel Confindive Ltd,INE149E01027,BSE
NIKKIGL,Nikki Global Finance Ltd,INE526C01012,BSE
RADHEDE,Radhe Developers India Ltd,INE986B01044,BSE
KINETRU,Kinetic Trust Ltd,INE674M01019,BSE
BOMSS,Bombay Swadeshi Stores Ltd,INE595B01027,BSE
RETIFNL,Realtime Finlease Ltd,NA          ,BSE
ELIXIR,Elixir Capital Ltd,INE785D01012,BSE
TRISHAKT,Trishakti Industries Ltd,INE238C01022,BSE
PANKAJPO,Pankaj Polymers Ltd,INE698B01011,BSE
MARBLE,Marble City India Ltd,INE807H01023,BSE
VIRPOLY,Virgo Polymer India Ltd,INE464H01015,BSE
CINDRELL,Cindrella Financial Services Ltd,INE897D01015,BSE
HITESTX,Hitesh Textile Mills Ltd,NA          ,BSE
ASLAKTO,Asian Lakto Industries Ltd,NA          ,BSE
ADHHATA,Adhata Global Ltd,INE586D01014,BSE
NATPLASTI,National Plastic Technologies Ltd,INE896D01017,BSE
LEADFIN,Lead Financial Services Ltd,INE531D01010,BSE
NATFIT,National Fittings Ltd,INE643C01015,BSE
SHDYECH,Shreeji Dye Chem Ltd,NA          ,BSE
REACTOP,Reacto Papers India Ltd,NA          ,BSE
NALINCH,Nalin Chemicals Ltd,NA          ,BSE
PRAMFIN,Pramada Finvest Ltd,INE475F01015,BSE
VSMFNEX,VSM Finance & Exports Ltd,NA          ,BSE
SUNLAKE,Sunlake Resorts and Hotels Ltd,INE847L01013,BSE
MXORCHADM,Maxworth Orchards International Ltd,NA          ,BSE
ARTEFACT,Artefact Projects Ltd,INE885B01014,BSE
KINJAMT,Kinjal Metals Ltd,NA          ,BSE
CENLC,Century Laminating Company Ltd,INE662B01017,BSE
AMITINT,Amit International Ltd,INE053D01015,BSE
HIGHSTREE,High Street Filatex Ltd,INE319M01011,BSE
RICHSTODM,Rich Stones (India) Ltd,NA          ,BSE
NUTECGLOB,Nutech Global Ltd,INE960H01012,BSE
GLOBALX,Global Exhibitions Ltd,NA          ,BSE
DHPIND,DHP India Ltd,INE590D01016,BSE
RRIL,RRIL Ltd,INE951M01037,BSE
AVAILFC,Available Finance Ltd,INE325G01010,BSE
